concept_id_1,concept_id_2,relationship_id,valid_start_DATE,valid_end_DATE,invalid_reason
2000010742,40095734,Maps to,1970-01-01,2099-12-31,
2000010852,780447,Maps to,1970-01-01,2099-12-31,
2000011385,46275282,Maps to,1970-01-01,2099-12-31,
2000020125,38001102,Maps to,1970-01-01,2099-12-31,
2000020060,38001162,Maps to,1970-01-01,2099-12-31,
2000020603,38001614,Maps to,1970-01-01,2099-12-31,
2000011232,40175039,Maps to,1970-01-01,2099-12-31,
2000020256,38001236,Maps to,1970-01-01,2099-12-31,
2000010055,19124373,Maps to,1970-01-01,2099-12-31,
2000020514,38001529,Maps to,1970-01-01,2099-12-31,
2000010818,1124957,Maps to,1970-01-01,2099-12-31,
2000026071,4265186,Maps to,1970-01-01,2099-12-31,
2000020781,38001301,Maps to,1970-01-01,2099-12-31,
2000010950,19133656,Maps to,1970-01-01,2099-12-31,
2000020904,38001558,Maps to,1970-01-01,2099-12-31,
2000003064,4265599,Maps to,1970-01-01,2099-12-31,
2000010728,19093848,Maps to,1970-01-01,2099-12-31,
2000001045,3021044,Maps to,1970-01-01,2099-12-31,
2000003047,4122234,Maps to,1970-01-01,2099-12-31,
2000010094,19110661,Maps to,1970-01-01,2099-12-31,
2000010045,40224823,Maps to,1970-01-01,2099-12-31,
2000028001,4300293,Maps to,1970-01-01,2099-12-31,
2000030073,43055270,Maps to,1970-01-01,2099-12-31,
2000010362,19059690,Maps to,1970-01-01,2099-12-31,
2000020022,38001117,Maps to,1970-01-01,2099-12-31,
2000029041,8510,Maps to,1970-01-01,2099-12-31,
2000010226,42706204,Maps to,1970-01-01,2099-12-31,
2000020675,38001317,Maps to,1970-01-01,2099-12-31,
2000011273,19071511,Maps to,1970-01-01,2099-12-31,
2000010455,19019115,Maps to,1970-01-01,2099-12-31,
2000003057,4081708,Maps to,1970-01-01,2099-12-31,
2000010515,19078129,Maps to,1970-01-01,2099-12-31,
2000026066,4336840,Maps to,1970-01-01,2099-12-31,
2000002078,4186834,Maps to,1970-01-01,2099-12-31,
2000020861,38000941,Maps to,1970-01-01,2099-12-31,
2000026052,4306758,Maps to,1970-01-01,2099-12-31,
2000026231,4103712,Maps to,1970-01-01,2099-12-31,
2000020144,38001261,Maps to,1970-01-01,2099-12-31,
2000020097,38001124,Maps to,1970-01-01,2099-12-31,
2000025517,4000623,Maps to,1970-01-01,2099-12-31,
2000026065,4034215,Maps to,1970-01-01,2099-12-31,
2000001106,3018627,Maps to,1970-01-01,2099-12-31,
2000004031,4078442,Maps to,1970-01-01,2099-12-31,
2000011071,42706212,Maps to,1970-01-01,2099-12-31,
2000011214,1708748,Maps to,1970-01-01,2099-12-31,
2000010047,1151789,Maps to,1970-01-01,2099-12-31,
2000020120,38001101,Maps to,1970-01-01,2099-12-31,
2000030138,3005555,Maps to,1970-01-01,2099-12-31,
2000010849,19088618,Maps to,1970-01-01,2099-12-31,
2000001203,3044938,Maps to,1970-01-01,2099-12-31,
2000010968,42800984,Maps to,1970-01-01,2099-12-31,
2000003008,4052413,Maps to,1970-01-01,2099-12-31,
2000001150,3009361,Maps to,1970-01-01,2099-12-31,
2000031001,45877096,Maps to,1970-01-01,2099-12-31,
2000004081,4141149,Maps to,1970-01-01,2099-12-31,
2000020733,38001021,Maps to,1970-01-01,2099-12-31,
2000011367,36249737,Maps to,1970-01-01,2099-12-31,
2000020014,38001109,Maps to,1970-01-01,2099-12-31,
2000029018,9327,Maps to,1970-01-01,2099-12-31,
2000020807,38001290,Maps to,1970-01-01,2099-12-31,
2000025008,3038047,Maps to,1970-01-01,2099-12-31,
2000020140,38000916,Maps to,1970-01-01,2099-12-31,
2000010551,42706456,Maps to,1970-01-01,2099-12-31,
2000020333,38000888,Maps to,1970-01-01,2099-12-31,
2000020686,38001088,Maps to,1970-01-01,2099-12-31,
2000010974,19019201,Maps to,1970-01-01,2099-12-31,
2000029015,9100,Maps to,1970-01-01,2099-12-31,
2000003095,4049372,Maps to,1970-01-01,2099-12-31,
2000026343,4222739,Maps to,1970-01-01,2099-12-31,
2000003050,4149930,Maps to,1970-01-01,2099-12-31,
2000010621,1707687,Maps to,1970-01-01,2099-12-31,
2000000002,2000000002,Maps to,1970-01-01,2099-12-31,
2000020767,38000992,Maps to,1970-01-01,2099-12-31,
2000020335,38001221,Maps to,1970-01-01,2099-12-31,
2000010323,1309944,Maps to,1970-01-01,2099-12-31,
2000026179,4012163,Maps to,1970-01-01,2099-12-31,
2000001228,40765178,Maps to,1970-01-01,2099-12-31,
2000010097,40163287,Maps to,1970-01-01,2099-12-31,
2000020417,38001220,Maps to,1970-01-01,2099-12-31,
2000011045,19048492,Maps to,1970-01-01,2099-12-31,
2000030128,3005555,Maps to,1970-01-01,2099-12-31,
2000020608,38001224,Maps to,1970-01-01,2099-12-31,
2000001244,3051714,Maps to,1970-01-01,2099-12-31,
2000011224,19125036,Maps to,1970-01-01,2099-12-31,
2000001103,3019183,Maps to,1970-01-01,2099-12-31,
2000020070,38000969,Maps to,1970-01-01,2099-12-31,
2000026201,4181655,Maps to,1970-01-01,2099-12-31,
2000011222,19030443,Maps to,1970-01-01,2099-12-31,
2000011278,19052965,Maps to,1970-01-01,2099-12-31,
2000029903,9461,Maps to,1970-01-01,2099-12-31,
2000020338,38001221,Maps to,1970-01-01,2099-12-31,
2000011344,1351160,Maps to,1970-01-01,2099-12-31,
2000020419,38000892,Maps to,1970-01-01,2099-12-31,
2000020247,38001389,Maps to,1970-01-01,2099-12-31,
2000010767,19079712,Maps to,1970-01-01,2099-12-31,
2000041034,3027018,Maps to,1970-01-01,2099-12-31,
2000010649,40164093,Maps to,1970-01-01,2099-12-31,
2000003111,45763688,Maps to,1970-01-01,2099-12-31,
2000025554,4120698,Maps to,1970-01-01,2099-12-31,
2000041028,3018053,Maps to,1970-01-01,2099-12-31,
2000010892,932745,Maps to,1970-01-01,2099-12-31,
2000011283,991855,Maps to,1970-01-01,2099-12-31,
2000029020,8923,Maps to,1970-01-01,2099-12-31,
2000020321,38001198,Maps to,1970-01-01,2099-12-31,
2000001012,3024882,Maps to,1970-01-01,2099-12-31,
2000026252,4087087,Maps to,1970-01-01,2099-12-31,
2000001091,3010201,Maps to,1970-01-01,2099-12-31,
2000030046,21492835,Maps to,1970-01-01,2099-12-31,
2000026043,4229618,Maps to,1970-01-01,2099-12-31,
2000011218,19122519,Maps to,1970-01-01,2099-12-31,
2000001022,3012410,Maps to,1970-01-01,2099-12-31,
2000020578,38001205,Maps to,1970-01-01,2099-12-31,
2000020366,38001482,Maps to,1970-01-01,2099-12-31,
2000011029,40222864,Maps to,1970-01-01,2099-12-31,
2000003051,4205728,Maps to,1970-01-01,2099-12-31,
2000020422,38000892,Maps to,1970-01-01,2099-12-31,
2000020209,38001075,Maps to,1970-01-01,2099-12-31,
2000002005,4171047,Maps to,1970-01-01,2099-12-31,
2000028013,4036044,Maps to,1970-01-01,2099-12-31,
2000010749,1101922,Maps to,1970-01-01,2099-12-31,
2000011110,19122055,Maps to,1970-01-01,2099-12-31,
2000010506,42706348,Maps to,1970-01-01,2099-12-31,
2000020710,38001034,Maps to,1970-01-01,2099-12-31,
2000011241,901656,Maps to,1970-01-01,2099-12-31,
2000020770,45882230,Maps to,1970-01-01,2099-12-31,
2000025530,4046837,Maps to,1970-01-01,2099-12-31,
2000010186,40235407,Maps to,1970-01-01,2099-12-31,
2000011194,1112807,Maps to,1970-01-01,2099-12-31,
2000010572,1126658,Maps to,1970-01-01,2099-12-31,
2000020600,38001385,Maps to,1970-01-01,2099-12-31,
2000004091,2000004091,Maps to,1970-01-01,2099-12-31,
2000010307,40171027,Maps to,1970-01-01,2099-12-31,
2000001175,3017161,Maps to,1970-01-01,2099-12-31,
2000001057,3011544,Maps to,1970-01-01,2099-12-31,
2000002086,4171047,Maps to,1970-01-01,2099-12-31,
2000030064,3014576,Maps to,1970-01-01,2099-12-31,
2000031021,4140001,Maps to,1970-01-01,2099-12-31,
2000002085,4142048,Maps to,1970-01-01,2099-12-31,
2000030072,3004501,Maps to,1970-01-01,2099-12-31,
2000030091,21494989,Maps to,1970-01-01,2099-12-31,
2000010780,19105356,Maps to,1970-01-01,2099-12-31,
2000025557,4002890,Maps to,1970-01-01,2099-12-31,
2000020916,38001253,Maps to,1970-01-01,2099-12-31,
2000010356,1506270,Maps to,1970-01-01,2099-12-31,
2000026185,4106082,Maps to,1970-01-01,2099-12-31,
2000020163,38001212,Maps to,1970-01-01,2099-12-31,
2000020350,38001624,Maps to,1970-01-01,2099-12-31,
2000028033,4300293,Maps to,1970-01-01,2099-12-31,
2000020331,38001119,Maps to,1970-01-01,2099-12-31,
2000011026,1135766,Maps to,1970-01-01,2099-12-31,
2000001641,4149946,Maps to,1970-01-01,2099-12-31,
2000041012,3003739,Maps to,1970-01-01,2099-12-31,
2000010931,46234122,Maps to,1970-01-01,2099-12-31,
2000020159,38001216,Maps to,1970-01-01,2099-12-31,
2000001007,3009542,Maps to,1970-01-01,2099-12-31,
2000010977,1361859,Maps to,1970-01-01,2099-12-31,
2000011083,42902935,Maps to,1970-01-01,2099-12-31,
2000025578,4121220,Maps to,1970-01-01,2099-12-31,
2000020842,38001140,Maps to,1970-01-01,2099-12-31,
2000032006,316135,Maps to,1970-01-01,2099-12-31,
2000010744,19015181,Maps to,1970-01-01,2099-12-31,
2000010799,19022329,Maps to,1970-01-01,2099-12-31,
2000004017,4078442,Maps to,1970-01-01,2099-12-31,
2000002039,45956874,Maps to,1970-01-01,2099-12-31,
2000030030,4138763,Maps to,1970-01-01,2099-12-31,
2000025021,3018012,Maps to,1970-01-01,2099-12-31,
2000026284,4211809,Maps to,1970-01-01,2099-12-31,
2000020756,38001054,Maps to,1970-01-01,2099-12-31,
2000020857,38000890,Maps to,1970-01-01,2099-12-31,
2000020589,38000986,Maps to,1970-01-01,2099-12-31,
2000011295,19027640,Maps to,1970-01-01,2099-12-31,
2000004086,4078442,Maps to,1970-01-01,2099-12-31,
2000010164,19027244,Maps to,1970-01-01,2099-12-31,
2000010035,1126658,Maps to,1970-01-01,2099-12-31,
2000020393,38000904,Maps to,1970-01-01,2099-12-31,
2000011121,19010309,Maps to,1970-01-01,2099-12-31,
2000011100,40171043,Maps to,1970-01-01,2099-12-31,
2000020449,38001017,Maps to,1970-01-01,2099-12-31,
2000041031,3011589,Maps to,1970-01-01,2099-12-31,
2000011230,19136207,Maps to,1970-01-01,2099-12-31,
2000004060,4078442,Maps to,1970-01-01,2099-12-31,
2000020838,38001145,Maps to,1970-01-01,2099-12-31,
2000010231,40125480,Maps to,1970-01-01,2099-12-31,
2000026159,4323293,Maps to,1970-01-01,2099-12-31,
2000010019,40163210,Maps to,1970-01-01,2099-12-31,
2000030097,3004249,Maps to,1970-01-01,2099-12-31,
2000001058,3033364,Maps to,1970-01-01,2099-12-31,
2000010014,19033500,Maps to,1970-01-01,2099-12-31,
2000010340,987154,Maps to,1970-01-01,2099-12-31,
2000026049,4101235,Maps to,1970-01-01,2099-12-31,
2000010424,19068565,Maps to,1970-01-01,2099-12-31,
2000010564,1135766,Maps to,1970-01-01,2099-12-31,
2000020251,38001186,Maps to,1970-01-01,2099-12-31,
2000020708,38001032,Maps to,1970-01-01,2099-12-31,
2000020499,38001164,Maps to,1970-01-01,2099-12-31,
2000029053,8873,Maps to,1970-01-01,2099-12-31,
2000020105,38001135,Maps to,1970-01-01,2099-12-31,
2000010453,40021550,Maps to,1970-01-01,2099-12-31,
2000010201,1501576,Maps to,1970-01-01,2099-12-31,
2000010734,19087402,Maps to,1970-01-01,2099-12-31,
2000041032,3011589,Maps to,1970-01-01,2099-12-31,
2000011379,36249736,Maps to,1970-01-01,2099-12-31,
2000020509,38000996,Maps to,1970-01-01,2099-12-31,
2000001214,3010251,Maps to,1970-01-01,2099-12-31,
2000020278,38001393,Maps to,1970-01-01,2099-12-31,
2000011057,19083253,Maps to,1970-01-01,2099-12-31,
2000003013,4267880,Maps to,1970-01-01,2099-12-31,
2000020474,38001440,Maps to,1970-01-01,2099-12-31,
2000020784,38001330,Maps to,1970-01-01,2099-12-31,
2000020248,38001185,Maps to,1970-01-01,2099-12-31,
2000026214,4107221,Maps to,1970-01-01,2099-12-31,
2000001606,4134563,Maps to,1970-01-01,2099-12-31,
2000026018,4031192,Maps to,1970-01-01,2099-12-31,
2000020273,38001000,Maps to,1970-01-01,2099-12-31,
2000020292,38000920,Maps to,1970-01-01,2099-12-31,
2000002092,4262914,Maps to,1970-01-01,2099-12-31,
2000026004,4254213,Maps to,1970-01-01,2099-12-31,
2000020682,38001089,Maps to,1970-01-01,2099-12-31,
2000010449,1503328,Maps to,1970-01-01,2099-12-31,
2000000008,2000000008,Maps to,1970-01-01,2099-12-31,
2000026241,4213102,Maps to,1970-01-01,2099-12-31,
2000010114,916233,Maps to,1970-01-01,2099-12-31,
2000020453,38001029,Maps to,1970-01-01,2099-12-31,
2000002040,4184451,Maps to,1970-01-01,2099-12-31,
2000028017,4107893,Maps to,1970-01-01,2099-12-31,
2000026171,4231389,Maps to,1970-01-01,2099-12-31,
2000020643,38001084,Maps to,1970-01-01,2099-12-31,
2000026194,4329152,Maps to,1970-01-01,2099-12-31,
2000010958,19031909,Maps to,1970-01-01,2099-12-31,
2000002083,4186834,Maps to,1970-01-01,2099-12-31,
2000010071,40239062,Maps to,1970-01-01,2099-12-31,
2000011351,45776440,Maps to,1970-01-01,2099-12-31,
2000020789,38001040,Maps to,1970-01-01,2099-12-31,
2000020669,38001208,Maps to,1970-01-01,2099-12-31,
2000010703,36250100,Maps to,1970-01-01,2099-12-31,
2000026169,4231384,Maps to,1970-01-01,2099-12-31,
2000011134,1102527,Maps to,1970-01-01,2099-12-31,
2000026144,4219241,Maps to,1970-01-01,2099-12-31,
2000026114,4220801,Maps to,1970-01-01,2099-12-31,
2000020533,38001636,Maps to,1970-01-01,2099-12-31,
2000026240,4035081,Maps to,1970-01-01,2099-12-31,
2000030061,21491186,Maps to,1970-01-01,2099-12-31,
2000010554,19076420,Maps to,1970-01-01,2099-12-31,
2000004035,4141149,Maps to,1970-01-01,2099-12-31,
2000010763,35604554,Maps to,1970-01-01,2099-12-31,
2000020561,38001070,Maps to,1970-01-01,2099-12-31,
2000020409,38001277,Maps to,1970-01-01,2099-12-31,
2000001304,21498514,Maps to,1970-01-01,2099-12-31,
2000020709,38001032,Maps to,1970-01-01,2099-12-31,
2000004047,4078442,Maps to,1970-01-01,2099-12-31,
2000002050,4263689,Maps to,1970-01-01,2099-12-31,
2000029013,8829,Maps to,1970-01-01,2099-12-31,
2000020633,38001542,Maps to,1970-01-01,2099-12-31,
2000026206,4231987,Maps to,1970-01-01,2099-12-31,
2000020827,38000910,Maps to,1970-01-01,2099-12-31,
2000028023,4304804,Maps to,1970-01-01,2099-12-31,
2000001061,3003434,Maps to,1970-01-01,2099-12-31,
2000029044,8555,Maps to,1970-01-01,2099-12-31,
2000020178,38001228,Maps to,1970-01-01,2099-12-31,
2000001635,4149946,Maps to,1970-01-01,2099-12-31,
2000011287,19011034,Maps to,1970-01-01,2099-12-31,
2000041006,3026258,Maps to,1970-01-01,2099-12-31,
2000001901,8870,Maps to,1970-01-01,2099-12-31,
2000020308,38001308,Maps to,1970-01-01,2099-12-31,
2000020824,38000911,Maps to,1970-01-01,2099-12-31,
2000011120,40131393,Maps to,1970-01-01,2099-12-31,
2000020010,38001533,Maps to,1970-01-01,2099-12-31,
2000020879,38000957,Maps to,1970-01-01,2099-12-31,
2000001863,4148511,Maps to,1970-01-01,2099-12-31,
2000011101,40164131,Maps to,1970-01-01,2099-12-31,
2000020415,38001219,Maps to,1970-01-01,2099-12-31,
2000010375,902722,Maps to,1970-01-01,2099-12-31,
2000002065,4171047,Maps to,1970-01-01,2099-12-31,
2000001712,38004285,Maps to,1970-01-01,2099-12-31,
2000003107,42872441,Maps to,1970-01-01,2099-12-31,
2000010143,19098080,Maps to,1970-01-01,2099-12-31,
2000026108,4213634,Maps to,1970-01-01,2099-12-31,
2000011144,708298,Maps to,1970-01-01,2099-12-31,
2000010895,40169049,Maps to,1970-01-01,2099-12-31,
2000001618,4226137,Maps to,1970-01-01,2099-12-31,
2000020065,43125851,Maps to,1970-01-01,2099-12-31,
2000010949,19125042,Maps to,1970-01-01,2099-12-31,
2000020132,38001060,Maps to,1970-01-01,2099-12-31,
2000004036,4078442,Maps to,1970-01-01,2099-12-31,
2000010210,19078781,Maps to,1970-01-01,2099-12-31,
2000011221,1112921,Maps to,1970-01-01,2099-12-31,
2000020766,38001255,Maps to,1970-01-01,2099-12-31,
2000011270,19102198,Maps to,1970-01-01,2099-12-31,
2000010775,19063575,Maps to,1970-01-01,2099-12-31,
2000020468,38001273,Maps to,1970-01-01,2099-12-31,
2000001069,3016750,Maps to,1970-01-01,2099-12-31,
2000001507,45883711,Maps to,1970-01-01,2099-12-31,
2000020185,38001192,Maps to,1970-01-01,2099-12-31,
2000010378,19031696,Maps to,1970-01-01,2099-12-31,
2000020465,38001514,Maps to,1970-01-01,2099-12-31,
2000011374,1592211,Maps to,1970-01-01,2099-12-31,
2000020723,38001493,Maps to,1970-01-01,2099-12-31,
2000020625,38001622,Maps to,1970-01-01,2099-12-31,
2000010049,1337860,Maps to,1970-01-01,2099-12-31,
2000001104,40757349,Maps to,1970-01-01,2099-12-31,
2000011062,19079048,Maps to,1970-01-01,2099-12-31,
2000041027,3008449,Maps to,1970-01-01,2099-12-31,
2000025572,4001349,Maps to,1970-01-01,2099-12-31,
2000025553,4120698,Maps to,1970-01-01,2099-12-31,
2000020121,38001101,Maps to,1970-01-01,2099-12-31,
2000030154,3012888,Maps to,1970-01-01,2099-12-31,
2000011061,46233972,Maps to,1970-01-01,2099-12-31,
2000011117,19018544,Maps to,1970-01-01,2099-12-31,
